id;parent_id;niveau;niveau_nom;code;libelle;chemin_codes;chemin_libelles;definition;source;url
term:212_31;sg:212;4;terme;212_31;THEORIE DES FONCTIONS ALEATOIRES;2 > 21 > 212 > 212_31;Les outils pour gérer l'entreprise > Science des données > STATISTIQUE > THEORIE DES FONCTIONS ALEATOIRES;Fonction aléatoire : Fonction associant à tout point d'un domaine une variable aléatoire. Voir aussi Processus stochastique. Variable aléatoire : Fonction associant à chaque résultat d'une expérience aléatoire une valeur réelle, et telle qu'on puisse attribuer une probabilité à chaque intervalle de valeurs de la fonction (on peut étendre cette définition à des variables aléatoires à valeurs complexes ou vectorielles). Wikipédia.- Disponible sur : http://fr.wikipedia.org/wiki/Morphologie_math%C3%A9matique (consulté le 03.08.2006);consulté le 03.08.2006;https://aciege.org/Dct/Fra/Fra_212_31.html
term:213_33;sg:213;4;terme;213_33;ANALYSE INFORMATIQUE;2 > 21 > 213 > 213_33;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > ANALYSE INFORMATIQUE;« Analyse (domaine Analyse en programmation informatique) : Ensemble des travaux comprenant l'étude détaillée d'un problème, la conception d'une méthode permettant d'obtenir le résultat désiré et la définition précise du traitement correspondant par ordinateur. » Source : Office Québécois de la Langue française Grand Dictionnaire Terminologique. [En ligne]. 2000. Disponible sur http://www.granddictionnaire.com/ (Consulté le 28/02/2007);Office Québécois de la Langue française Grand Dictionnaire Terminologique. [En ligne]. 2000. Disponible sur http://www.granddictionnaire.com/ (Consulté le 28/02/2007).;https://aciege.org/Dct/Fra/Fra_213_33.html
term:213_53;sg:213;4;terme;213_53;APPLICATION DE L'INFORMATIQUE;2 > 21 > 213 > 213_53;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > APPLICATION DE L'INFORMATIQUE;Utilisation de moyens informatiques pour répondre à un besoin déterminé et supporter les processus de travail des utilisateurs. Source : le grand dictionnaire terminologique de Office québécois de la langue française, 2005;le grand dictionnaire terminologique de Office québécois de la langue française, 2005.;https://aciege.org/Dct/Fra/Fra_213_53.html
term:213_41;sg:213;4;terme;213_41;APPLICATION MOBILE;2 > 21 > 213 > 213_41;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > APPLICATION MOBILE;Déf : Application conçue pour être téléchargée et fonctionner sur un appareil mobile. Notes : L'application mobile est développée dans un langage spécifique à chaque type de mobile. Parmi les appareils mobiles, on trouve notamment les téléphones intelligents et les tablettes numériques. L'application mobile peut être préinstallée sur un appareil mobile, téléchargée dans une boutique en ligne (application native) ou être accessible à partir d'un serveur Web (site Web mobile). Source : Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.granddictionnaire.com (consulté le 24/04/2014);Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.granddictionnaire.com (consulté le 24/04/2014).;https://aciege.org/Dct/Fra/Fra_213_41.html
term:213_63;sg:213;4;terme;213_63;ARCHITECTURE INFORMATIQUE;2 > 21 > 213 > 213_63;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > ARCHITECTURE INFORMATIQUE;Conception de la structure générale d'un système d'objets complexes, qu'il s'agisse de la création d'objets réels ou de la déduction d'un plan implicite ou apparent Note(s) : Le concept d'« architecture », tel que traité ici, est une extension du concept d'« architecture en bâtiment ». Ce type d'architecture peut alors se présenter selon trois points de vue : l'architecture impli-cite (par exemple, dans le cas d'abstractions comme la musique ou les mathématiques), l'architecture apparente (par exemple, dans le cas de phénomènes naturels comme les structures cellulaires en biologie) et l'architecture planifiée (par exemple, dans le cas de choses conçues par des humains, comme des ordinateurs, des logiciels ou des entreprises Source : Office québécois de la langue française (2006). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011);Office québécois de la langue française (2006). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011).;https://aciege.org/Dct/Fra/Fra_213_63.html
term:213_85;sg:213;4;terme;213_85;AUTHENTIFICATION BIOMETRIQUE;2 > 21 > 213 > 213_85;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > AUTHENTIFICATION BIOMETRIQUE;"Processus d'authentification relatif à la validation de l'identité déclarée d'une personne. Le plus souvent, le terme authentification, employé absolument, désigne l'authentification de l'utilisateur. L'expression complète peut toutefois s'avérer utile lorsqu'il faut distinguer, dans certains contextes, ce type d'authentification de l'authentification de message. L'authentification d'un utilisateur peut être basée sur trois éléments fondamentaux, lesquels sont appelés authentifiants : a) ce que la personne est seule à savoir, par exemple un mot de passe ou un algorithme; b) ce que la personne possède et qu'elle est donc seule à pouvoir fournir, par exemple un jeton (carte à microprocesseur); c) ce que la personne est : il s'agit ici d'attributs biométriques (empreintes digitales, forme de la main, etc.). On parle alors d'authentification biométrique. (Le grand dictionnaire terminologique 2000 (date consultation : 16/05/2003))";;https://aciege.org/Dct/Fra/Fra_213_85.html
term:213_03;sg:213;4;terme;213_03;BASE DE DONNEES;2 > 21 > 213 > 213_03;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > BASE DE DONNEES;Ensemble de données, qui est organisé selon une structure conceptuelle décrivant les caratéristiques de ces données ainsi que les relations entre leurs entités correspondantes, et destiné à un ou plusieurs domaines d'application. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_03.html
term:213_13;sg:213;4;terme;213_13;BIG DATA Ensemble d'une très grande quantité de données, structurées ou non, se présentant sous différents formats et en provenance de sources multiples, qui sont collectées, stockées, traitées et analysées dans de courts délais, et qui sont impossibles à gérer avec des outils classiques de gestion de bases de données ou de gestion de l'information.;2 > 21 > 213 > 213_13;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > BIG DATA Ensemble d'une très grande quantité de données, structurées ou non, se présentant sous différents formats et en provenance de sources multiples, qui sont collectées, stockées, traitées et analysées dans de courts délais, et qui sont impossibles à gérer avec des outils classiques de gestion de bases de données ou de gestion de l'information.;Lorsqu'il est question de mégadonnées, il y a souvent une référence au principe des « trois V » : volume (généralement massif), variété (sources et formats divers) et vitesse (rapidité de traitement). Certains spécialistes ajoutent également la véracité (données crédibles et réelles). Les mégadonnées proviennent notamment des publications dans les médias sociaux, des données publiques mises en ligne, des données transmises par les téléphones intelligents, des relevés de transactions électroniques, des signaux des systèmes de localisation GPS, etc. Elles peuvent être de nature autant personnelle que professionnelle ou institutionnelle. Source : Office Québécois de la Langue française Grand Dictionnaire Terminologique. [En ligne]. 2000. Disponible sur http://www.granddictionnaire.com/ (Consulté le 09/06/2023);Office Québécois de la Langue française Grand Dictionnaire Terminologique. [En ligne]. 2000. Disponible sur http://www.granddictionnaire.com/ (Consulté le 09/06/2023).;https://aciege.org/Dct/Fra/Fra_213_13.html
term:213_15;sg:213;4;terme;213_15;BUREAUTIQUE;2 > 21 > 213 > 213_15;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > BUREAUTIQUE;Ensemble intégré de moyens et de procédures qui sont appliqués aux activités de bureau, notamment au traitement et à la communication de la parole, de l'écrit ou de l'image, et qui font appel aux techniques de l'électronique, de l'informatique, des télécommunications et de l'organisation administrative. Source : Office québécois de la langue française (2005). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 13/03/2008);Office québécois de la langue française (2005). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 13/03/2008).;https://aciege.org/Dct/Fra/Fra_213_15.html
term:213_99;sg:213;4;terme;213_99;CARTE A MEMOIRE;2 > 21 > 213 > 213_99;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > CARTE A MEMOIRE;Mémoire à circuit intégrés ayant la taille d'une carte de crédit. Note : une carte mémoire est généralement employée comme mémoire supplémentaire dans les matériels portables. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_99.html
term:213_02;sg:213;4;terme;213_02;CHAINE DE BLOC;2 > 21 > 213 > 213_02;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > CHAINE DE BLOC;Déf : Base de données distribuée et sécurisée, dans laquelle sont stockées chronologiquement, sous forme de blocs liés les uns aux autres, les transactions successives effectuées entre ses utilisateurs depuis sa création. Note : La première chaîne de blocs est apparue avec les premiers bitcoins pour servir de registre des transactions et remplacer les intermédiaires entre acheteurs et fournisseurs de produits et de services. Ses champs d'application s'étendent à divers domaines comme par exemple les transports, la location, la santé, les banques. Source : Office québécois de la langue française (2017). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 23-05-2019);Office québécois de la langue française (2017). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 23-05-2019).;https://aciege.org/Dct/Fra/Fra_213_02.html
term:213_82;sg:213;4;terme;213_82;CLIENT SERVEUR;2 > 21 > 213 > 213_82;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > CLIENT SERVEUR;Qualifie une méthode de traitement réparti, selon laquelle un client obtient des services de la part d'un serveur Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_82.html
term:213_97;sg:213;4;terme;213_97;DISQUE MAGNETIQUE;2 > 21 > 213 > 213_97;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > DISQUE MAGNETIQUE;Disque pourvu d'une couche aimantable, dont l'une ou les deux faces peuvent servir à stocker des données. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_97.html
term:213_98;sg:213;4;terme;213_98;DISQUE OPTIQUE;2 > 21 > 213 > 213_98;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > DISQUE OPTIQUE;1.- Disque sur lequel des données numériques enregistrées peuvent être lues au moyen d'un faisceau optique. Note : selon leur fonction, les disques optiques peuvent être classés en disques réinscriptibles (transitions de phase ou technique magnéto-optique), disques à écriture unique (technique magnéto-optique), disque WORM (transitions de phase, ablation ou autre technique), disque à lecture seule. Syn. : disque optique numérique. Source : LAFARGUE, France H. Dictionnaire français/anglais de l’informatique. Paris : AFNOR, 2003 2.- Disque de stockage numérique sur lequel l'information est enregistrée sous forme de petites cavités creusées à sa surface, pouvant être lues grâce à un procédé optique utilisant le faisceau laser. Synonyme : disque laser. Note(s) : Le terme disque optique est un générique désignant une famille de supports de stockage qui utilisent la technologie laser. Les disques compacts, dont le CD-ROM et le CD audio, appartiennent à la famille des disques optiques (ou disques laser). En fait, il existe quatre principales familles de disques : les disques optiques, les disques magnéto-optiques, les disques magnétiques et les disques vinyles. Les différents types de disques optiques se caractérisent par leur format, leur mode de codage, leur fonction, leur temps d'accès, leur capacité de stockage, etc. On peut les subdiviser en deux grandes catégories, selon qu'on les utilise pour la collecte de données (disques réinscriptibles, disques WORM, DON, etc.) ou pour la diffusion de données (CD-ROM, CD audio, CD vidéo, CD photo, etc.). Source : Office québécois de la langue française (2000). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 01-03-2007);LAFARGUE, France H. Dictionnaire français/anglais de l’informatique. Paris : AFNOR, 2003 2.- Disque de stockage numérique sur lequel l'information est enregistrée sous forme de petites cavités creusées à sa surface, pouvant être lues grâce à un procédé optique utilisant le faisceau laser. Synonyme : disque laser. Note(s) : Le terme disque optique est un générique désignant une famille de supports de stockage qui utilisent la technologie laser. Les disques compacts, dont le CD-ROM et le CD audio, appartiennent à la famille des disques optiques (ou disques laser). En fait, il existe quatre principales familles de disques : les disques optiques, les disques magnéto-optiques, les disques magnétiques et les disques vinyles. Les différents types de disques optiques se caractérisent par leur format, leur mode de codage, leur fonction, leur temps d'accès, leur capacité de stockage, etc. On peut les subdiviser en deux grandes catégories, selon qu'on les utilise pour la collecte de données (disques réinscriptibles, disques WORM, DON, etc.) ou pour la diffusion de données (CD-ROM, CD audio, CD vidéo, CD photo, etc.). | Office québécois de la langue française (2000). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 01-03-2007).;https://aciege.org/Dct/Fra/Fra_213_98.html
term:213_14;sg:213;4;terme;213_14;FICHIER;2 > 21 > 213 > 213_14;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > FICHIER;Ensemble identifié d’enregistrements, traité comme un tout. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_14.html
term:213_55;sg:213;4;terme;213_55;INFORMATIQUE;2 > 21 > 213 > 213_55;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATIQUE;Ensemble des sciences et des techniques applicables au traitement des données et au traitement de l’information, au moyen d’ordinateurs. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_55.html
term:213_71;sg:213;4;terme;213_71;INFORMATIQUE DE GESTION;2 > 21 > 213 > 213_71;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATIQUE DE GESTION;Application de l'informatique à la gestion des entreprises. Note : L'informatique de gestion peut servir dans différents aspects de la gestion d'une entreprise, comme la distribution, la paie, le personnel. Source : Office de la langue française, 2002 (www.granddictionnaire.com);Office de la langue française, 2002 (www.granddictionnaire.com).;https://aciege.org/Dct/Fra/Fra_213_71.html
term:213_11;sg:213;4;terme;213_11;INFORMATIQUE DOCUMENTAIRE;2 > 21 > 213 > 213_11;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATIQUE DOCUMENTAIRE;"Déf : Née dans les années 1960, dès qu'on a pu envisager de traiter autre chose que des calculs avec les ordinateurs, l'informatique documentaire, rebaptisée plus génériquement informatique du contenu , s'est développée très rapidement. C'est donc dans les années 1960 que les premiers essais d'informatique documentaire se mettent en place. Deux grands axes vont se développer, alors qu'ils sont issus de la même réflexion et des mêmes principes : le développement de logiciels documentaires à implanter sur les ordinateurs des usagers, qui continue à porter le nom d'informatique documentaire, et les développements de vastes gisements de bases bibliographiques accessibles sur des « serveurs » par des réseaux de télécommunication, et ce sera l'industrie des bases de données. Ainsi, naissent les grands serveurs de bases de données, dont le plus célèbre et le plus vaste est et reste Dialog (cf. La chaîne de production et d'utilisation d'une base de données). La télématique grand public à la française (1981) constituera le point avancé de ce qui deviendra le réseau mondial Internet avec l'apparition du Web en 1983. Les moteurs de recherche en texte intégral sont en quelque sorte le maillon le plus avancé de l'informatique documentaire, qu'on préfère nommer d'un terme générique plus scientifique mais plus précis : l'informatique du contenu (informatique capable de traiter du contenu de tout document quel qu'il soit ; une partie de cette discipline, telle que la reconnaissance de formes, est encore en gestation. Source : Les infostratèges.com : maîtriser tous les aspects de l’information pour comprendre le monde [en ligne]. Disponible sur : http://www.les-infostrateges.com (consulté le 21-03-2015)";Les infostratèges.com : maîtriser tous les aspects de l’information pour comprendre le monde [en ligne]. Disponible sur : http://www.les-infostrateges.com (consulté le 21-03-2015).;https://aciege.org/Dct/Fra/Fra_213_11.html
term:213_47;sg:213;4;terme;213_47;INFORMATIQUE EN NUAGE;2 > 21 > 213 > 213_47;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATIQUE EN NUAGE;Modèle informatique qui, par l'entremise de serveurs distants interconnectés par Internet, permet un accès réseau, à la demande, à un bassin partagé de ressources informatiques configurables, externalisées et non localisables, qui sont proposées sous forme de services, évolutifs, adaptables dynamiquement et facturés à l'utilisation. Source : Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=26501384 (consulté le 16-11-2012) Moyen de stockage des données sur des serveurs distants permettant à l’utilisateur d’accéder à des applications et aux données depuis n’importe quel terminal connecté. Source : LIBAERT T., WESTPHALEN M.H. Communicator : toute la communication d’entreprise. Paris : Dunod, 2012, p.218.;Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=26501384 (consulté le 16-11-2012) Moyen de stockage des données sur des serveurs distants permettant à l’utilisateur d’accéder à des applications et aux données depuis n’importe quel terminal connecté. | LIBAERT T., WESTPHALEN M.H. Communicator : toute la communication d’entreprise. Paris : Dunod, 2012, p.218.;https://aciege.org/Dct/Fra/Fra_213_47.html
term:213_51;sg:213;4;terme;213_51;INFORMATIQUE INDUSTRIELLE;2 > 21 > 213 > 213_51;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATIQUE INDUSTRIELLE;Branche de l'informatique axée sur les techniques de traitement de l'information employées dans la conception, la gestion et la conduite de processus industriels automatisés. Source : Office de la langue française, 2002 (www.granddictionnaire.com);Office de la langue française, 2002 (www.granddictionnaire.com).;https://aciege.org/Dct/Fra/Fra_213_51.html
term:213_94;sg:213;4;terme;213_94;INFORMATISATION;2 > 21 > 213 > 213_94;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFORMATISATION;Déf 1 - Action d'informatiser. Informatiser un service, un organisme, etc., les doter de moyens informatiques, en assurer la gestion par des moyens informatiques. (Grand Larousse universel. -1989.) Déf 2 - Automatisation au moyen d’ordinateurs Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_94.html
term:213_46;sg:213;4;terme;213_46;INFRASTRUCTURE INFORMATIQUE;2 > 21 > 213 > 213_46;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INFRASTRUCTURE INFORMATIQUE;Déf 1 : Ensemble des éléments de configuration utilisés dans la prestation des services des TI, qui comprend le matériel informatique, les logiciels, les installations, les ressources humaines, la documentation et les données. Source : Office québécois de la langue française (2005). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011) Déf 2 : Ensemble de toutes les ressources informatiques sur lesquelles reposent l'organisation de l'information et la communication des données à intérieur d'une entreprise, d'un organisme, d'un territoire ou d'un pays. Note(s) : Du point de vue des affaires, l'infrastructure est une ressource partagée, dont les caractéristiques peuvent restreindre la capacité d'adaptation et de changement de l'organisation Source : Office québécois de la langue française (2003). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011);Office québécois de la langue française (2005). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011). | Office québécois de la langue française (2003). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : < http://www.granddictionnaire.com > (consulté le 10-05-2011).;https://aciege.org/Dct/Fra/Fra_213_46.html
term:213_20;sg:213;4;terme;213_20;INTELLIGENCE ARTIFICIELLE;2 > 21 > 213 > 213_20;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > INTELLIGENCE ARTIFICIELLE;Capacité d’une unité fonctionnelle à exécuter des fonctions généralement associées à l’intelligence humaine, telles que le raisonnement et l’apprentissage. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_20.html
term:213_27;sg:213;4;terme;213_27;LANGAGE INFORMATIQUE;2 > 21 > 213 > 213_27;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > LANGAGE INFORMATIQUE;Langage artificiel comprenant un ensemble de caractères, de symboles et de mots régis par des règles qui permettent de les assembler, utilisé pour donner des instructions à un ordinateur. Source : Office de la langue française, 2002 (www.granddictionnaire.com);Office de la langue française, 2002 (www.granddictionnaire.com).;https://aciege.org/Dct/Fra/Fra_213_27.html
term:213_16;sg:213;4;terme;213_16;LOGICIEL;2 > 21 > 213 > 213_16;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > LOGICIEL;Tout ou partie des programmes, procédures, règles et de la documentation associée d’un système informatique ou d’un système de traitement de l’information. Note : le logiciel est une création intellectuelle qui existe indépendamment du support sur lequel il est enregistré. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_16.html
term:213_57;sg:213;4;terme;213_57;MATERIEL INFORMATIQUE;2 > 21 > 213 > 213_57;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > MATERIEL INFORMATIQUE;Ensemble des composants physiques d’un système informatique Ex. : un ordinateur, un périphérique Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_57.html
term:213_73;sg:213;4;terme;213_73;MODE D'EXPLOITATION;2 > 21 > 213 > 213_73;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > MODE D'EXPLOITATION;Manière dont les données sont traitées Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_73.html
term:213_49;sg:213;4;terme;213_49;ORDINATEUR;2 > 21 > 213 > 213_49;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > ORDINATEUR;Calculateur qui accepte, traite et produit des données numériques. Note : en français, le terme « ordinateur » est souvent utilisé dans un sens général pour désigner un calculateur. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_49.html
term:213_59;sg:213;4;terme;213_59;PERIPHERIQUE INFORMATIQUE;2 > 21 > 213 > 213_59;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > PERIPHERIQUE INFORMATIQUE;Dispositif qui est commandé par un ordinateur et qui peut communiquer avec lui. Ex : unités d’entrée-sortie, mémoires externes. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_59.html
term:213_25;sg:213;4;terme;213_25;PROGRAMMATION INFORMATIQUE;2 > 21 > 213 > 213_25;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > PROGRAMMATION INFORMATIQUE;1.Programming Ensemble des travaux de conception, d’écriture, de modification et de test des programmes. 2. coding Action d’exprimer un programme dans un langage de programmation. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_25.html
term:213_92;sg:213;4;terme;213_92;RESEAU INFORMATIQUE;2 > 21 > 213 > 213_92;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > RESEAU INFORMATIQUE;Réseau de données : réseau composé de circuits de données et éventuellement de dispositifs de commutation, permettant des communications de données entre des équipements terminaux de traitement de données. Réseau d’ordinateurs : réseau dont les nœuds sont composés d’ordinateurs et de matériels de communications de donnnées, et dont les branches sont des liaisons de données Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_92.html
term:213_34;sg:213;4;terme;213_34;SCHEMA DIRECTEUR;2 > 21 > 213 > 213_34;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > SCHEMA DIRECTEUR;Représentation graphique illustrant les principes qui doivent guider la réalisation d'un projet. Office québécois de la langue française (1992). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=8403186 (consulté le 03/07/2012);consulté le 03/07/2012;https://aciege.org/Dct/Fra/Fra_213_34.html
term:213_75;sg:213;4;terme;213_75;SECURITE INFORMATIQUE;2 > 21 > 213 > 213_75;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > SECURITE INFORMATIQUE;"Déf : Mise en place d'un ensemble de mesures de sécurité (physiques, logiques, administratives) et de mesures d'urgence en vue d'assurer la protection des biens informatiques, matériels et logiciels d'une organisation, des données de son système d'information et de leur confidentialité, ainsi que la continuité de service. (Office de la langue française, 1999. http://www.granddictionnaire.com ; consultation du 13.05.03)";"Office de la langue française, 1999. http://www.granddictionnaire.com ; consultation du 13.05.03";https://aciege.org/Dct/Fra/Fra_213_75.html
term:213_77;sg:213;4;terme;213_77;SUPPORT INFORMATIQUE;2 > 21 > 213 > 213_77;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > SUPPORT INFORMATIQUE;Support électronique dont les données qu'il contient sont susceptibles d'être traitées par un ordinateur. Note : Même si le terme support informatique désigne une notion plus spécifique, on l'utilise régulièrement dans le sens de « support électronique ». Sous l'influence de l'anglais, support informatique est également utilisé, abusivement, pour désigner l'assistance technique. Cet emploi est critiqué Source : Office de la langue française, 2002 (www.granddictionnaire.com);Office de la langue française, 2002 (www.granddictionnaire.com).;https://aciege.org/Dct/Fra/Fra_213_77.html
term:213_07;sg:213;4;terme;213_07;SYSTEME D'EXPLOITATION;2 > 21 > 213 > 213_07;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > SYSTEME D'EXPLOITATION;Logiciel régissant l’exécution des programmes, et pouvant remplir des fonctions telles que l’attribution de ressources, l’ordonnancement, la gestion des entrées, et sorties, et la gestion des données. Note : bien que les systèmes d’exploitation soient constitués surtout de logiciel, des réalisations partiellement matérielles ou en micrologiciel sont possibles. Source : Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003;Dictionnaire français/anglais de l’informatique / France H. Lafargue.- AFNOR, 2003.;https://aciege.org/Dct/Fra/Fra_213_07.html
term:213_45;sg:213;4;terme;213_45;SYSTEME D'INFORMATION;2 > 21 > 213 > 213_45;Les outils pour gérer l'entreprise > Science des données > INFORMATIQUE > SYSTEME D'INFORMATION;Dans le système informatique d'une entreprise, ensemble de tous les éléments qui contribuent au traitement et à la circulation de l'information dans l'entreprise (base de données, logiciels d'application, procédures, documentation, etc.), y compris le système informatique proprement dit (unité centrale de traitement, périphériques, système d'exploitation, etc.). Source : Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=8392214 (consulté le 03/07/2012);Office québécois de la langue française (1998). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : http://www.gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=8392214 (consulté le 03/07/2012).;https://aciege.org/Dct/Fra/Fra_213_45.html
