source_id;target_id;relation;kind
021_06;021;skos:broader;structural
021_06;021_00;skos:broader;zthes_BT
021_07;021;skos:broader;structural
021_07;021_00;skos:broader;zthes_BT
021_09;021;skos:broader;structural
021_09;021_00;skos:broader;zthes_BT
021_10;021;skos:broader;structural
021_10;021_00;skos:broader;zthes_BT
021_11;021;skos:broader;structural
021_11;021_00;skos:broader;zthes_BT
021_12;021;skos:broader;structural
021_12;021_00;skos:broader;zthes_BT
021_13;021;skos:broader;structural
021_13;021_00;skos:broader;zthes_BT
021_14;021;skos:broader;structural
021_14;021_00;skos:broader;zthes_BT
021_15;021;skos:broader;structural
021_15;021_00;skos:broader;zthes_BT
021_17;021;skos:broader;structural
021_17;021_00;skos:broader;zthes_BT
021_18;021;skos:broader;structural
021_18;021_00;skos:broader;zthes_BT
021_19;021;skos:broader;structural
021_19;021_00;skos:broader;zthes_BT
021_20;021;skos:broader;structural
021_20;021_00;skos:broader;zthes_BT
021_21;021;skos:broader;structural
021_21;021_00;skos:broader;zthes_BT
021_22;021;skos:broader;structural
021_22;021_00;skos:broader;zthes_BT
021_23;021;skos:broader;structural
021_23;021_00;skos:broader;zthes_BT
021_24;021;skos:broader;structural
021_24;021_00;skos:broader;zthes_BT
021_25;021;skos:broader;structural
021_25;021_00;skos:broader;zthes_BT
021_26;021;skos:broader;structural
021_26;021_00;skos:broader;zthes_BT
021_27;021;skos:broader;structural
021_27;021_00;skos:broader;zthes_BT
021_28;021;skos:broader;structural
021_28;021_00;skos:broader;zthes_BT
021_29;021;skos:broader;structural
021_29;021_00;skos:broader;zthes_BT
021_30;021;skos:broader;structural
021_30;021_00;skos:broader;zthes_BT
021_31;021;skos:broader;structural
021_31;021_00;skos:broader;zthes_BT
021_32;021;skos:broader;structural
021_32;021_00;skos:broader;zthes_BT
021_33;021;skos:broader;structural
021_33;021_00;skos:broader;zthes_BT
021_34;021;skos:broader;structural
021_34;021_00;skos:broader;zthes_BT
021_35;021;skos:broader;structural
021_35;021_00;skos:broader;zthes_BT
021_36;021;skos:broader;structural
021_36;021_00;skos:broader;zthes_BT
021_37;021;skos:broader;structural
021_37;021_00;skos:broader;zthes_BT
021_38;021;skos:broader;structural
021_38;021_00;skos:broader;zthes_BT
021_62;021;skos:broader;structural
021_62;021_00;skos:broader;zthes_BT
031_00;031;skos:broader;structural
031_01;031;skos:broader;structural
031_01;031_00;skos:broader;zthes_BT
031_03;031;skos:broader;structural
031_03;031_00;skos:broader;zthes_BT
031_04;031;skos:broader;structural
031_04;031_00;skos:broader;zthes_BT
031_05;031;skos:broader;structural
031_05;031_00;skos:broader;zthes_BT
031_06;031;skos:broader;structural
031_06;031_00;skos:broader;zthes_BT
031_07;031;skos:broader;structural
031_07;031_00;skos:broader;zthes_BT
031_08;031;skos:broader;structural
031_08;031_00;skos:broader;zthes_BT
031_09;031;skos:broader;structural
031_09;031_00;skos:broader;zthes_BT
031_10;031;skos:broader;structural
031_10;031_00;skos:broader;zthes_BT
031_11;031;skos:broader;structural
031_11;031_00;skos:broader;zthes_BT
031_12;031;skos:broader;structural
031_12;031_00;skos:broader;zthes_BT
031_13;031;skos:broader;structural
031_13;031_00;skos:broader;zthes_BT
031_14;031;skos:broader;structural
031_14;031_00;skos:broader;zthes_BT
031_15;031;skos:broader;structural
031_15;031_00;skos:broader;zthes_BT
031_16;031;skos:broader;structural
031_16;031_00;skos:broader;zthes_BT
031_17;031;skos:broader;structural
031_17;031_00;skos:broader;zthes_BT
031_18;031;skos:broader;structural
031_18;031_00;skos:broader;zthes_BT
031_19;031;skos:broader;structural
031_19;031_00;skos:broader;zthes_BT
031_20;031;skos:broader;structural
031_20;031_00;skos:broader;zthes_BT
031_21;031;skos:broader;structural
031_21;031_00;skos:broader;zthes_BT
031_22;031;skos:broader;structural
031_22;031_00;skos:broader;zthes_BT
031_23;031;skos:broader;structural
031_23;031_00;skos:broader;zthes_BT
031_24;031;skos:broader;structural
031_24;031_00;skos:broader;zthes_BT
031_25;031;skos:broader;structural
031_25;031_00;skos:broader;zthes_BT
031_26;031;skos:broader;structural
031_26;031_00;skos:broader;zthes_BT
031_27;031;skos:broader;structural
031_27;031_00;skos:broader;zthes_BT
031_29;031;skos:broader;structural
031_29;031_00;skos:broader;zthes_BT
031_30;031;skos:broader;structural
031_30;031_00;skos:broader;zthes_BT
031_31;031;skos:broader;structural
031_31;031_00;skos:broader;zthes_BT
031_32;031;skos:broader;structural
031_32;031_00;skos:broader;zthes_BT
031_33;031;skos:broader;structural
031_33;031_00;skos:broader;zthes_BT
031_34;031;skos:broader;structural
031_34;031_00;skos:broader;zthes_BT
031_35;031;skos:broader;structural
031_35;031_00;skos:broader;zthes_BT
031_36;031;skos:broader;structural
031_36;031_00;skos:broader;zthes_BT
031_37;031;skos:broader;structural
031_37;031_00;skos:broader;zthes_BT
031_38;031;skos:broader;structural
031_38;031_00;skos:broader;zthes_BT
031_39;031;skos:broader;structural
031_39;031_00;skos:broader;zthes_BT
031_40;031;skos:broader;structural
031_40;031_00;skos:broader;zthes_BT
031_41;031;skos:broader;structural
031_41;031_00;skos:broader;zthes_BT
031_42;031;skos:broader;structural
031_42;031_00;skos:broader;zthes_BT
031_43;031;skos:broader;structural
031_43;031_00;skos:broader;zthes_BT
031_44;031;skos:broader;structural
031_44;031_00;skos:broader;zthes_BT
031_45;031;skos:broader;structural
031_45;031_00;skos:broader;zthes_BT
031_46;031;skos:broader;structural
031_46;031_00;skos:broader;zthes_BT
031_47;031;skos:broader;structural
031_47;031_00;skos:broader;zthes_BT
031_49;031;skos:broader;structural
031_49;031_00;skos:broader;zthes_BT
031_50;031;skos:broader;structural
031_50;031_00;skos:broader;zthes_BT
031_51;031;skos:broader;structural
031_51;031_00;skos:broader;zthes_BT
031_52;031;skos:broader;structural
031_52;031_00;skos:broader;zthes_BT
031_53;031;skos:broader;structural
031_53;031_00;skos:broader;zthes_BT
031_74;031;skos:broader;structural
031_74;031_00;skos:broader;zthes_BT
031_76;031;skos:broader;structural
031_76;031_00;skos:broader;zthes_BT
031_82;031;skos:broader;structural
031_82;031_00;skos:broader;zthes_BT
031_95;031;skos:broader;structural
031_95;031_00;skos:broader;zthes_BT
041_00;041;skos:broader;structural
041_01;041;skos:broader;structural
041_01;041_00;skos:broader;zthes_BT
041_02;041;skos:broader;structural
041_02;041_00;skos:broader;zthes_BT
041_03;041;skos:broader;structural
041_03;041_00;skos:broader;zthes_BT
041_04;041;skos:broader;structural
041_04;041_00;skos:broader;zthes_BT
041_05;041;skos:broader;structural
041_05;041_00;skos:broader;zthes_BT
041_06;041;skos:broader;structural
041_06;041_00;skos:broader;zthes_BT
041_07;041;skos:broader;structural
041_07;041_00;skos:broader;zthes_BT
041_08;041;skos:broader;structural
041_08;041_00;skos:broader;zthes_BT
041_09;041;skos:broader;structural
041_09;041_00;skos:broader;zthes_BT
041_10;041;skos:broader;structural
041_10;041_00;skos:broader;zthes_BT
041_11;041;skos:broader;structural
041_11;041_00;skos:broader;zthes_BT
041_12;041;skos:broader;structural
041_12;041_00;skos:broader;zthes_BT
041_13;041;skos:broader;structural
041_13;041_00;skos:broader;zthes_BT
041_14;041;skos:broader;structural
041_14;041_00;skos:broader;zthes_BT
041_15;041;skos:broader;structural
041_15;041_00;skos:broader;zthes_BT
041_17;041;skos:broader;structural
041_17;041_00;skos:broader;zthes_BT
041_18;041;skos:broader;structural
041_18;041_00;skos:broader;zthes_BT
041_19;041;skos:broader;structural
041_19;041_00;skos:broader;zthes_BT
041_20;041;skos:broader;structural
041_20;041_00;skos:broader;zthes_BT
041_21;041;skos:broader;structural
041_21;041_00;skos:broader;zthes_BT
041_22;041;skos:broader;structural
041_22;041_00;skos:broader;zthes_BT
041_23;041;skos:broader;structural
041_23;041_00;skos:broader;zthes_BT
041_25;041;skos:broader;structural
041_25;041_00;skos:broader;zthes_BT
041_27;041;skos:broader;structural
041_27;041_00;skos:broader;zthes_BT
041_28;041;skos:broader;structural
041_28;041_00;skos:broader;zthes_BT
041_29;041;skos:broader;structural
041_29;041_00;skos:broader;zthes_BT
041_30;041;skos:broader;structural
041_30;041_00;skos:broader;zthes_BT
041_32;041;skos:broader;structural
041_32;041_00;skos:broader;zthes_BT
041_33;041;skos:broader;structural
041_33;041_00;skos:broader;zthes_BT
041_34;041;skos:broader;structural
041_34;041_00;skos:broader;zthes_BT
041_35;041;skos:broader;structural
041_35;041_00;skos:broader;zthes_BT
041_36;041;skos:broader;structural
041_36;041_00;skos:broader;zthes_BT
041_37;041;skos:broader;structural
041_37;041_00;skos:broader;zthes_BT
041_38;041;skos:broader;structural
041_38;041_00;skos:broader;zthes_BT
041_39;041;skos:broader;structural
041_39;041_00;skos:broader;zthes_BT
041_40;041;skos:broader;structural
041_40;041_00;skos:broader;zthes_BT
041_41;041;skos:broader;structural
041_41;041_00;skos:broader;zthes_BT
041_42;041;skos:broader;structural
041_42;041_00;skos:broader;zthes_BT
041_44;041;skos:broader;structural
041_44;041_00;skos:broader;zthes_BT
041_45;041;skos:broader;structural
041_45;041_00;skos:broader;zthes_BT
041_46;041;skos:broader;structural
041_46;041_00;skos:broader;zthes_BT
041_47;041;skos:broader;structural
041_47;041_00;skos:broader;zthes_BT
041_48;041;skos:broader;structural
041_48;041_00;skos:broader;zthes_BT
041_49;041;skos:broader;structural
041_49;041_00;skos:broader;zthes_BT
041_50;041;skos:broader;structural
041_50;041_00;skos:broader;zthes_BT
041_51;041;skos:broader;structural
041_51;041_00;skos:broader;zthes_BT
041_57;041;skos:broader;structural
041_57;041_00;skos:broader;zthes_BT
041_63;041;skos:broader;structural
041_63;041_00;skos:broader;zthes_BT
041_65;041;skos:broader;structural
041_65;041_00;skos:broader;zthes_BT
041_73;041;skos:broader;structural
041_73;041_00;skos:broader;zthes_BT
041_77;041;skos:broader;structural
041_77;041_00;skos:broader;zthes_BT
041_84;041;skos:broader;structural
041_84;041_00;skos:broader;zthes_BT
051_00;051;skos:broader;structural
051_16;051;skos:broader;structural
051_16;051_00;skos:broader;zthes_BT
051_42;051;skos:broader;structural
051_42;051_00;skos:broader;zthes_BT
051_48;051;skos:broader;structural
051_48;051_00;skos:broader;zthes_BT
051_57;051;skos:broader;structural
051_57;051_00;skos:broader;zthes_BT
051_66;051;skos:broader;structural
051_66;051_00;skos:broader;zthes_BT
051_69;051;skos:broader;structural
051_69;051_00;skos:broader;zthes_BT
051_73;051;skos:broader;structural
051_73;051_00;skos:broader;zthes_BT
051_75;051;skos:broader;structural
051_75;051_00;skos:broader;zthes_BT
051_78;051;skos:broader;structural
051_78;051_00;skos:broader;zthes_BT
051_86;051;skos:broader;structural
051_86;051_00;skos:broader;zthes_BT
051_97;051;skos:broader;structural
051_97;051_00;skos:broader;zthes_BT
061_00;061;skos:broader;structural
061_01;061;skos:broader;structural
061_01;061_00;skos:broader;zthes_BT
061_02;061;skos:broader;structural
061_02;061_00;skos:broader;zthes_BT
111_01;111;skos:broader;structural
111_01;111_22;skos:broader;zthes_BT
111_02;111;skos:broader;structural
111_02;111_22;skos:broader;zthes_BT
111_02;161_00;skos:related;zthes_RT
111_02;352_67;skos:related;zthes_RT
111_12;111;skos:broader;structural
111_12;111_22;skos:broader;zthes_BT
111_13;111;skos:broader;structural
111_13;111_23;skos:broader;zthes_BT
111_13;322_84;skos:related;zthes_RT
111_22;111;skos:broader;structural
111_22;111_43;skos:broader;zthes_BT
111_23;111;skos:broader;structural
111_23;111_43;skos:broader;zthes_BT
111_23;322_74;skos:related;zthes_RT
111_23;331_36;skos:related;zthes_RT
111_23;331_38;skos:related;zthes_RT
111_25;111;skos:broader;structural
111_25;111_35;skos:broader;zthes_BT
111_25;113_24;skos:related;zthes_RT
111_25;331_95;skos:related;zthes_RT
111_30;111;skos:broader;structural
111_30;111_43;skos:broader;zthes_BT
111_31;111;skos:broader;structural
111_31;111_43;skos:broader;zthes_BT
111_35;111;skos:broader;structural
111_35;111_55;skos:broader;zthes_BT
111_40;111;skos:broader;structural
111_40;111_43;skos:broader;zthes_BT
111_40;142_44;skos:related;zthes_RT
111_40;142_45;skos:related;zthes_RT
111_40;213_94;skos:related;zthes_RT
111_43;111;skos:broader;structural
111_43;111_55;skos:broader;zthes_BT
111_46;111;skos:broader;structural
111_46;111_55;skos:broader;zthes_BT
111_46;164_22;skos:related;zthes_RT
111_46;331_47;skos:related;zthes_RT
111_47;111;skos:broader;structural
111_47;111_55;skos:broader;zthes_BT
111_48;111;skos:broader;structural
111_48;111_47;skos:broader;zthes_BT
111_48;213_33;skos:related;zthes_RT
111_49;111;skos:broader;structural
111_49;111_47;skos:broader;zthes_BT
111_55;111;skos:broader;structural
111_55;164_22;skos:related;zthes_RT
111_57;111;skos:broader;structural
111_57;111_55;skos:broader;zthes_BT
111_57;164_22;skos:related;zthes_RT
111_58;111;skos:broader;structural
111_58;111_57;skos:broader;zthes_BT
111_65;111;skos:broader;structural
111_65;111_55;skos:broader;zthes_BT
111_65;112_55;skos:related;zthes_RT
111_65;141_43;skos:related;zthes_RT
111_65;161_00;skos:related;zthes_RT
111_65;213_45;skos:related;zthes_RT
111_68;111;skos:broader;structural
111_68;111_57;skos:broader;zthes_BT
111_72;111;skos:broader;structural
111_72;111_65;skos:broader;zthes_BT
111_72;111_75;skos:related;zthes_RT
111_72;113_41;skos:related;zthes_RT
111_72;113_51;skos:related;zthes_RT
111_72;131_86;skos:related;zthes_RT
111_72;342_55;skos:related;zthes_RT
111_73;111;skos:broader;structural
111_73;111_65;skos:broader;zthes_BT
111_73;151_61;skos:related;zthes_RT
111_73;222_34;skos:related;zthes_RT
111_74;111;skos:broader;structural
111_74;111_65;skos:broader;zthes_BT
111_74;112_19;skos:related;zthes_RT
111_74;112_37;skos:related;zthes_RT
111_75;111;skos:broader;structural
111_75;111_65;skos:broader;zthes_BT
111_75;111_72;skos:related;zthes_RT
111_75;131_68;skos:related;zthes_RT
111_75;322_74;skos:related;zthes_RT
111_75;342_51;skos:related;zthes_RT
111_76;111;skos:broader;structural
111_76;111_65;skos:broader;zthes_BT
111_77;111;skos:broader;structural
111_77;111_65;skos:broader;zthes_BT
111_77;113_55;skos:related;zthes_RT
111_77;113_75;skos:related;zthes_RT
111_77;161_64;skos:related;zthes_RT
111_77;213_45;skos:related;zthes_RT
111_77;332_51;skos:related;zthes_RT
111_77;362_33;skos:related;zthes_RT
111_78;111;skos:broader;structural
111_78;111_77;skos:broader;zthes_BT
111_78;161_43;skos:related;zthes_RT
111_78;161_74;skos:related;zthes_RT
111_78;164_26;skos:related;zthes_RT
111_82;111;skos:broader;structural
111_82;111_65;skos:broader;zthes_BT
111_82;151_55;skos:related;zthes_RT
111_83;111;skos:broader;structural
111_83;111_65;skos:broader;zthes_BT
111_83;131_56;skos:related;zthes_RT
111_83;162_51;skos:related;zthes_RT
111_83;321_78;skos:related;zthes_RT
111_83;322_42;skos:related;zthes_RT
111_83;342_42;skos:related;zthes_RT
111_83;342_55;skos:related;zthes_RT
111_85;111;skos:broader;structural
111_85;111_65;skos:broader;zthes_BT
111_85;311_17;skos:related;zthes_RT
111_85;362_18;skos:related;zthes_RT
111_87;111;skos:broader;structural
111_87;111_76;skos:broader;zthes_BT
111_94;111;skos:broader;structural
111_94;111_65;skos:broader;zthes_BT
111_96;111;skos:broader;structural
111_96;111_76;skos:broader;zthes_BT
112_02;112;skos:broader;structural
112_02;112_55;skos:broader;zthes_BT
112_02;121_07;skos:related;zthes_RT
112_02;332_53;skos:related;zthes_RT
112_02;429_55;skos:related;zthes_RT
112_04;112;skos:broader;structural
112_04;112_55;skos:broader;zthes_BT
112_04;322_51;skos:related;zthes_RT
112_04;332_97;skos:related;zthes_RT
112_04;421_44;skos:related;zthes_RT
112_04;421_47;skos:related;zthes_RT
112_05;112;skos:broader;structural
112_05;112_55;skos:broader;zthes_BT
112_06;112;skos:broader;structural
112_06;112_55;skos:broader;zthes_BT
112_06;322_71;skos:related;zthes_RT
112_07;112;skos:broader;structural
112_07;112_27;skos:broader;zthes_BT
112_07;332_80;skos:related;zthes_RT
112_09;112;skos:broader;structural
112_09;112_18;skos:broader;zthes_BT
112_09;333_75;skos:related;zthes_RT
112_16;112;skos:broader;structural
112_16;112_55;skos:broader;zthes_BT
112_17;112;skos:broader;structural
112_17;112_26;skos:broader;zthes_BT
112_18;112;skos:broader;structural
112_18;112_27;skos:broader;zthes_BT
112_19;112;skos:broader;structural
112_19;112_18;skos:broader;zthes_BT
112_19;111_74;skos:related;zthes_RT
112_23;112;skos:broader;structural
112_23;112_55;skos:broader;zthes_BT
112_23;332_81;skos:related;zthes_RT
112_23;332_83;skos:related;zthes_RT
112_24;112;skos:broader;structural
112_24;112_55;skos:broader;zthes_BT
112_24;112_79;skos:related;zthes_RT
112_26;112;skos:broader;structural
112_26;112_55;skos:broader;zthes_BT
112_27;112;skos:broader;structural
112_27;112_55;skos:broader;zthes_BT
112_28;112;skos:broader;structural
112_28;112_27;skos:broader;zthes_BT
112_28;132_54;skos:related;zthes_RT
112_36;112;skos:broader;structural
112_36;112_55;skos:broader;zthes_BT
112_37;112;skos:broader;structural
112_37;112_55;skos:broader;zthes_BT
112_37;111_74;skos:related;zthes_RT
112_38;112;skos:broader;structural
112_38;112_55;skos:broader;zthes_BT
112_41;112;skos:broader;structural
112_41;112_55;skos:broader;zthes_BT
112_41;122_89;skos:related;zthes_RT
112_41;322_44;skos:related;zthes_RT
112_41;332_63;skos:related;zthes_RT
112_51;112;skos:broader;structural
112_51;112_55;skos:broader;zthes_BT
112_51;322_44;skos:related;zthes_RT
112_53;112;skos:broader;structural
112_53;112_55;skos:broader;zthes_BT
112_55;112;skos:broader;structural
112_55;111_65;skos:related;zthes_RT
112_55;322_53;skos:related;zthes_RT
112_55;323_69;skos:related;zthes_RT
112_56;112;skos:broader;structural
112_56;112_55;skos:broader;zthes_BT
112_58;112;skos:broader;structural
112_58;112_55;skos:broader;zthes_BT
112_58;332_59;skos:related;zthes_RT
112_61;112;skos:broader;structural
112_61;112_72;skos:broader;zthes_BT
112_61;164_38;skos:related;zthes_RT
112_61;332_52;skos:related;zthes_RT
112_62;112;skos:broader;structural
112_62;112_64;skos:broader;zthes_BT
112_62;124_33;skos:related;zthes_RT
112_62;141_55;skos:related;zthes_RT
112_62;311_12;skos:related;zthes_RT
112_64;112;skos:broader;structural
112_64;112_55;skos:broader;zthes_BT
112_64;331_50;skos:related;zthes_RT
112_64;332_91;skos:related;zthes_RT
112_66;112;skos:broader;structural
112_66;112_55;skos:broader;zthes_BT
112_66;322_94;skos:related;zthes_RT
112_70;112;skos:broader;structural
112_70;112_64;skos:broader;zthes_BT
112_70;112_80;skos:related;zthes_RT
112_71;112;skos:broader;structural
112_71;112_72;skos:broader;zthes_BT
112_72;112;skos:broader;structural
112_72;112_55;skos:broader;zthes_BT
112_72;113_37;skos:related;zthes_RT
112_72;131_60;skos:related;zthes_RT
112_76;112;skos:broader;structural
112_76;112_66;skos:broader;zthes_BT
112_78;112;skos:broader;structural
112_78;112_66;skos:broader;zthes_BT
112_78;213_47;skos:related;zthes_RT
112_79;112;skos:broader;structural
112_79;112_78;skos:broader;zthes_BT
112_79;112_24;skos:related;zthes_RT
112_80;112;skos:broader;structural
112_80;112_64;skos:broader;zthes_BT
112_80;112_70;skos:related;zthes_RT
112_80;322_24;skos:related;zthes_RT
112_81;112;skos:broader;structural
112_81;112_72;skos:broader;zthes_BT
112_81;113_37;skos:related;zthes_RT
112_82;112;skos:broader;structural
112_82;112_72;skos:broader;zthes_BT
112_83;112;skos:broader;structural
